player_name_futbin,position,card_id,season,link,player_id,dob,club_name_futbin,club_id_futbin,league,league_id,nation,rating,pac,acceleration,sprint_speed,sho,positioning,finishing,shot_power,long_shots,volleys,penalties,pas,vision,crossing,fk_accuracy,short_passing,long_passing,curve,dri,agility,balance,reactions,ball_control,dribbling,composure,def,interceptions,heading_acc,def_awareness,standing_tackle,sliding_tackle,phy,jumping,stamina,strength,aggression,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,fb_team,club_id,player_id_ustat,player_name_ustat,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,club_name_ustat,npg,npxG,xGChain,xGBuildup
Michel Aebischer,CM,26619,23,/23/player/26619/michel-aebischer,236898,06-01-1997,Bologna,189,Serie A TIM,31,Switzerland,75,71.0,73.0,69.0,65.0,68.0,66.0,68.0,69.0,48.0,51.0,75.0,74.0,69.0,65.0,80.0,79.0,67.0,75.0,75.0,72.0,71.0,76.0,75.0,70.0,65.0,69.0,62.0,65.0,64.0,61.0,74.0,68.0,85.0,72.0,65.0,NULL,NULL,NULL,NULL,NULL,NULL,Bologna,15.0,10383.0,Michel Aebischer,32.0,1547.0,1.0,1.4208158934488893,0.0,0.4532312052324414,15.0,15.0,4.0,0.0,D F M S,Bologna,1.0,1.4208158934488893,3.364072555676102,2.358331148047
Nicola Sansone,CAM,26371,23,/23/player/26371/nicola-sansone,201858,10-09-1991,Bologna,189,Serie A TIM,31,Italy,75,78.0,78.0,78.0,71.0,75.0,70.0,72.0,72.0,74.0,74.0,71.0,74.0,69.0,70.0,72.0,67.0,76.0,69.0,88.0,84.0,74.0,80.0,78.0,75.0,44.0,38.0,63.0,46.0,44.0,33.0,54.0,66.0,53.0,50.0,62.0,NULL,NULL,NULL,NULL,NULL,NULL,Bologna,15.0,1826.0,Nicola Sansone,18.0,719.0,4.0,3.45839299634099,2.0,1.0477161314338446,22.0,8.0,2.0,0.0,F M S,Bologna,4.0,3.45839299634099,4.445462932810187,0.8368712309747934
Ivan Ilic,CM,51935,23,/23/player/51935/ivan-ilic,258683,17-03-2001,Torino,54,Serie A TIM,31,Serbia,76,76.0,77.0,75.0,71.0,68.0,68.0,80.0,76.0,61.0,59.0,76.0,78.0,71.0,63.0,80.0,79.0,72.0,78.0,73.0,70.0,71.0,81.0,79.0,71.0,69.0,70.0,58.0,69.0,71.0,67.0,71.0,68.0,73.0,70.0,71.0,NULL,NULL,NULL,NULL,NULL,NULL,Torino,85.0,8828.0,Ivan Ilic,25.0,2050.0,2.0,0.6122278096154332,3.0,2.349258441478014,14.0,29.0,4.0,0.0,M S,Torino,2.0,0.6122278096154332,8.439980059862137,7.252860890701413
Nedim Bajrami,CAM,51924,23,/23/player/51924/nedim-bajrami,237640,28-02-1999,Sassuolo,111974,Serie A TIM,31,Albania,76,76.0,76.0,76.0,68.0,75.0,68.0,74.0,60.0,58.0,69.0,73.0,78.0,61.0,64.0,79.0,72.0,70.0,77.0,78.0,70.0,70.0,79.0,79.0,68.0,59.0,56.0,54.0,58.0,62.0,64.0,66.0,63.0,72.0,63.0,67.0,NULL,NULL,NULL,NULL,NULL,NULL,Sassuolo,76.0,9851.0,Nedim Bajrami,37.0,1730.0,2.0,2.767102455720305,1.0,2.4118204340338707,44.0,29.0,1.0,0.0,F M S,Sassuolo,2.0,2.767102455720305,7.799383405596018,4.825964016839862
Koray Günter,CB,51913,23,/23/player/51913/koray-gunter,204451,16-08-1994,Sampdoria,1837,Serie A TIM,31,Germany,76,62.0,63.0,62.0,46.0,39.0,41.0,63.0,45.0,38.0,50.0,64.0,62.0,49.0,41.0,74.0,75.0,45.0,65.0,65.0,69.0,75.0,67.0,61.0,66.0,77.0,78.0,69.0,79.0,78.0,78.0,71.0,77.0,55.0,77.0,76.0,NULL,NULL,NULL,NULL,NULL,NULL,Sampdoria,75.0,7092.0,Koray Günter,23.0,1779.0,1.0,0.8211378576233983,1.0,0.843394273892045,10.0,10.0,5.0,0.0,D S,Sampdoria,1.0,0.8211378576233983,2.355384662747383,2.144068866968155
Diego Llorente,CB,51857,23,/23/player/51857/diego-llorente,212602,16-08-1993,Roma FC,114912,Serie A TIM,31,Spain,76,67.0,67.0,67.0,40.0,43.0,39.0,45.0,37.0,31.0,53.0,63.0,60.0,55.0,35.0,75.0,72.0,30.0,68.0,61.0,62.0,73.0,76.0,65.0,70.0,75.0,80.0,74.0,71.0,76.0,76.0,78.0,80.0,69.0,79.0,86.0,NULL,NULL,NULL,NULL,NULL,NULL,Roma FC,73.0,2163.0,Diego Llorente,9.0,563.0,0.0,0.2525744028389454,0.0,0.094375692307949,5.0,1.0,0.0,0.0,D S,Roma,0.0,0.2525744028389454,1.6798717100173235,1.6798717100173235
Luca Pellegrini,LB,51853,23,/23/player/51853/luca-pellegrini,243237,07-03-1999,SS Lazio,115841,Serie A TIM,31,Italy,76,84.0,82.0,85.0,54.0,68.0,46.0,65.0,60.0,57.0,49.0,66.0,47.0,79.0,39.0,75.0,65.0,63.0,75.0,71.0,70.0,70.0,78.0,76.0,69.0,71.0,68.0,61.0,71.0,76.0,73.0,62.0,58.0,67.0,54.0,75.0,NULL,NULL,NULL,NULL,NULL,NULL,SS Lazio,81.0,4970.0,Luca Pellegrini,7.0,167.0,0.0,0.1127314642071724,0.0,0.1414546109735965,3.0,4.0,3.0,0.0,D S,Lazio,0.0,0.1127314642071724,0.6133130639791489,0.4174539744853973
Szymon Zurkowski,CM,51347,23,/23/player/51347/szymon-zurkowski,239732,25-09-1997,La Spezia,113974,Serie A TIM,31,Poland,76,82.0,78.0,85.0,73.0,77.0,74.0,78.0,74.0,62.0,52.0,73.0,72.0,70.0,58.0,78.0,71.0,68.0,77.0,80.0,80.0,76.0,77.0,76.0,78.0,71.0,73.0,65.0,73.0,71.0,71.0,80.0,71.0,90.0,78.0,75.0,NULL,NULL,NULL,NULL,NULL,NULL,La Spezia,43.0,7910.0,Szymon Zurkowski,12.0,437.0,0.0,0.8852673880755901,0.0,0.0,9.0,0.0,1.0,0.0,M S,Spezia,0.0,0.8852673880755901,1.2932447809726,0.4363295063376426
Tonny Vilhena,LM,44475,23,/23/player/44475/tonny-vilhena,203535,03-01-1995,Salernitana,110373,Serie A TIM,31,Netherlands,76,73.0,75.0,71.0,72.0,70.0,70.0,81.0,76.0,68.0,53.0,76.0,73.0,76.0,69.0,78.0,77.0,75.0,77.0,75.0,81.0,76.0,78.0,76.0,78.0,73.0,75.0,71.0,73.0,72.0,70.0,77.0,78.0,79.0,76.0,79.0,NULL,NULL,NULL,NULL,NULL,NULL,Salernitana,74.0,7648.0,Tonny Vilhena,33.0,2300.0,4.0,2.3256809203885496,1.0,1.803540396504104,31.0,19.0,5.0,0.0,D M S,Salernitana,4.0,2.3256809203885496,6.9135199170559645,3.9586191112175584
Harry Winks,CM,38042,23,/23/player/38042/harry-winks,222400,02-02-1996,Sampdoria,1837,Serie A TIM,31,England,76,60.0,64.0,57.0,59.0,66.0,54.0,68.0,63.0,52.0,56.0,76.0,76.0,65.0,68.0,82.0,80.0,71.0,77.0,76.0,78.0,77.0,78.0,76.0,77.0,71.0,75.0,52.0,72.0,74.0,67.0,64.0,52.0,68.0,59.0,76.0,NULL,NULL,NULL,NULL,NULL,NULL,Sampdoria,75.0,971.0,Harry Winks,20.0,1721.0,0.0,0.4215813269838691,0.0,0.9793751584365964,14.0,15.0,2.0,0.0,M S,Sampdoria,0.0,0.4215813269838691,4.353261454030871,3.676664192229509
Ivan Ilić,CM,36912,23,/23/player/36912/ivan-ilic,258683,17-03-2001,Hellas Verona,206,Serie A TIM,31,Serbia,76,76.0,77.0,75.0,71.0,68.0,68.0,80.0,76.0,61.0,59.0,76.0,78.0,71.0,63.0,80.0,79.0,72.0,78.0,73.0,70.0,71.0,81.0,79.0,71.0,69.0,70.0,58.0,69.0,71.0,67.0,71.0,68.0,73.0,70.0,71.0,NULL,NULL,NULL,NULL,NULL,NULL,Hellas Verona,39.0,8828.0,Ivan Ilic,25.0,2050.0,2.0,0.6122278096154332,3.0,2.349258441478014,14.0,29.0,4.0,0.0,M S,Verona,2.0,0.6122278096154332,8.439980059862137,7.252860890701413
Tommaso Pobega,CM,35758,23,/23/player/35758/tommaso-pobega,252060,15-07-1999,Milan,47,Serie A TIM,31,Italy,76,76.0,75.0,77.0,77.0,80.0,77.0,79.0,78.0,69.0,60.0,72.0,68.0,72.0,62.0,77.0,71.0,64.0,76.0,75.0,83.0,79.0,78.0,75.0,71.0,74.0,72.0,77.0,73.0,76.0,75.0,79.0,74.0,84.0,78.0,75.0,NULL,NULL,NULL,NULL,NULL,NULL,Milan,53.0,8912.0,Tommaso Pobega,19.0,864.0,2.0,1.557087790220976,0.0,0.2637979704886675,20.0,5.0,4.0,0.0,M S,AC Milan,2.0,1.557087790220976,4.128367939032614,2.697307800874114
Szymon Żurkowski,CM,33668,23,/23/player/33668/szymon-zurkowski,239732,25-09-1997,Fiorentina,110374,Serie A TIM,31,Poland,76,82.0,78.0,85.0,73.0,77.0,74.0,78.0,74.0,62.0,52.0,73.0,72.0,70.0,58.0,78.0,71.0,68.0,77.0,80.0,80.0,76.0,77.0,76.0,78.0,71.0,73.0,65.0,73.0,71.0,71.0,80.0,71.0,90.0,78.0,75.0,NULL,NULL,NULL,NULL,NULL,NULL,Fiorentina,34.0,7910.0,Szymon Zurkowski,12.0,437.0,0.0,0.8852673880755901,0.0,0.0,9.0,0.0,1.0,0.0,M S,Fiorentina,0.0,0.8852673880755901,1.2932447809726,0.4363295063376426
Nedim Bajrami,CAM,33318,23,/23/player/33318/nedim-bajrami,237640,28-02-1999,Empoli,1746,Serie A TIM,31,Albania,76,76.0,76.0,76.0,68.0,75.0,68.0,74.0,60.0,58.0,69.0,73.0,78.0,61.0,64.0,79.0,72.0,70.0,77.0,78.0,70.0,70.0,79.0,79.0,68.0,59.0,56.0,54.0,58.0,62.0,64.0,66.0,63.0,72.0,63.0,67.0,NULL,NULL,NULL,NULL,NULL,NULL,Empoli,26.0,9851.0,Nedim Bajrami,37.0,1730.0,2.0,2.767102455720305,1.0,2.4118204340338707,44.0,29.0,1.0,0.0,F M S,Empoli,2.0,2.767102455720305,7.799383405596018,4.825964016839862
Joakim Mæhle,RWB,32782,23,/23/player/32782/joakim-maehle,234678,20-05-1997,Atalanta BC,115845,Serie A TIM,31,Denmark,76,85.0,81.0,88.0,56.0,76.0,50.0,65.0,62.0,62.0,33.0,69.0,65.0,75.0,40.0,73.0,68.0,63.0,72.0,67.0,64.0,74.0,74.0,72.0,73.0,68.0,66.0,59.0,66.0,72.0,70.0,78.0,82.0,88.0,74.0,73.0,NULL,NULL,NULL,NULL,NULL,NULL,Atalanta BC,12.0,9233.0,Joakim Maehle,34.0,2228.0,3.0,3.037317520007491,3.0,2.7065567234531045,26.0,37.0,5.0,1.0,D M S,Atalanta,3.0,3.037317520007491,12.563739145174624,8.522735869511962
Thomas Henry,ST,32374,23,/23/player/32374/thomas-henry,231835,20-09-1994,Hellas Verona,206,Serie A TIM,31,France,76,65.0,54.0,74.0,76.0,80.0,79.0,82.0,62.0,72.0,82.0,65.0,73.0,51.0,59.0,73.0,63.0,45.0,66.0,55.0,50.0,75.0,73.0,63.0,76.0,40.0,25.0,82.0,39.0,39.0,29.0,82.0,69.0,81.0,87.0,74.0,NULL,NULL,NULL,NULL,NULL,NULL,Hellas Verona,39.0,3751.0,Thomas Henry,16.0,1047.0,2.0,2.1148635437712078,0.0,1.166583752259612,18.0,13.0,4.0,0.0,F S,Verona,2.0,2.1148635437712078,4.558824530802667,1.7198138618841767
Ivan Provedel,GK,31522,23,/23/player/31522/ivan-provedel,224987,17-03-1994,SS Lazio,115841,Serie A TIM,31,Italy,76,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,77.0,74.0,71.0,79.0,42.0,40.0,SS Lazio,81.0,6982.0,Ivan Provedel,38.0,3413.0,0.0,0.0,0.0,0.0308308005332946,0.0,1.0,1.0,0.0,GK S,Lazio,0.0,0.0,6.038887968286872,6.008057167753577
Zeki Çelik,RWB,31444,23,/23/player/31444/zeki-celik,224490,17-02-1997,Roma FC,114912,Serie A TIM,31,Turkey,76,77.0,75.0,78.0,59.0,70.0,57.0,63.0,62.0,55.0,46.0,69.0,68.0,72.0,44.0,72.0,67.0,72.0,71.0,65.0,66.0,72.0,74.0,70.0,70.0,73.0,74.0,65.0,73.0,74.0,74.0,78.0,67.0,84.0,77.0,74.0,NULL,NULL,NULL,NULL,NULL,NULL,Roma FC,73.0,6872.0,Mehmet Zeki Çelik,24.0,1487.0,0.0,0.3334616655483842,1.0,2.079883361235261,5.0,15.0,5.0,1.0,D M S,Roma,0.0,0.3334616655483842,7.367225928232074,5.809961840510368
Gonzalo Escalante,CDM,30762,23,/23/player/30762/gonzalo-escalante,219391,27-03-1993,Cremonese,111434,Serie A TIM,31,Argentina,76,63.0,63.0,63.0,67.0,64.0,66.0,79.0,63.0,59.0,64.0,72.0,70.0,68.0,52.0,77.0,76.0,63.0,71.0,63.0,68.0,72.0,77.0,69.0,80.0,73.0,75.0,63.0,73.0,75.0,75.0,74.0,74.0,76.0,70.0,83.0,NULL,NULL,NULL,NULL,NULL,NULL,Cremonese,22.0,2437.0,Gonzalo Escalante,9.0,556.0,0.0,0.183239996433258,1.0,0.2103489004075527,6.0,4.0,0.0,1.0,M S,Cremonese,0.0,0.183239996433258,0.6173969991505146,0.3278623968362808
Andrea Petagna,ST,30563,23,/23/player/30563/andrea-petagna,215689,30-06-1995,AC Monza,111811,Serie A TIM,31,Italy,76,59.0,52.0,64.0,75.0,80.0,78.0,80.0,62.0,66.0,80.0,68.0,75.0,60.0,45.0,75.0,64.0,59.0,75.0,57.0,71.0,73.0,80.0,76.0,74.0,34.0,22.0,78.0,40.0,27.0,20.0,81.0,79.0,74.0,92.0,62.0,NULL,NULL,NULL,NULL,NULL,NULL,AC Monza,5.0,1493.0,Andrea Petagna,31.0,1669.0,4.0,5.077138273976743,5.0,3.921232812106609,36.0,29.0,2.0,0.0,F S,Monza,3.0,4.315839259885252,9.593134500086308,2.257819278165698
Lorenzo Montipò,GK,30523,23,/23/player/30523/lorenzo-montipo,215363,20-02-1996,Hellas Verona,206,Serie A TIM,31,Italy,76,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,76.0,74.0,72.0,80.0,41.0,42.0,Hellas Verona,39.0,8881.0,Lorenzo Montipò,37.0,3330.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,GK,Verona,0.0,0.0,1.144203602336347,1.144203602336347
Di Francesco,LW,30355,23,/23/player/30355/di-francesco,213814,14-06-1994,Lecce,347,Serie A TIM,31,Italy,76,78.0,76.0,80.0,70.0,74.0,67.0,73.0,70.0,72.0,69.0,73.0,68.0,77.0,69.0,76.0,67.0,78.0,80.0,79.0,78.0,71.0,81.0,82.0,74.0,39.0,34.0,40.0,44.0,38.0,36.0,60.0,44.0,72.0,62.0,42.0,NULL,NULL,NULL,NULL,NULL,NULL,Lecce,44.0,1449.0,Federico Di Francesco,36.0,2051.0,2.0,3.6530117858201274,2.0,3.4439872670918703,40.0,26.0,6.0,0.0,F M S,Lecce,2.0,3.6530117858201274,6.8861882127821445,0.8109445990994573
Divock Origi,ST,30276,23,/23/player/30276/divock-origi,213135,18-04-1995,Milan,47,Serie A TIM,31,Belgium,76,79.0,72.0,84.0,75.0,77.0,76.0,80.0,70.0,70.0,65.0,67.0,69.0,69.0,51.0,73.0,59.0,54.0,75.0,71.0,64.0,76.0,77.0,76.0,77.0,27.0,28.0,74.0,16.0,24.0,18.0,73.0,76.0,68.0,77.0,69.0,NULL,NULL,NULL,NULL,NULL,NULL,Milan,53.0,484.0,Divock Origi,27.0,981.0,2.0,3.5613942109048367,1.0,1.0239905305206776,29.0,11.0,1.0,0.0,F M S,AC Milan,2.0,3.5613942109048367,4.875426270999014,0.5985912540927529
Roberto Gagliardini,CDM,30155,23,/23/player/30155/roberto-gagliardini,212153,07-04-1994,Inter,44,Serie A TIM,31,Italy,76,53.0,50.0,55.0,63.0,68.0,54.0,76.0,73.0,68.0,40.0,71.0,72.0,64.0,49.0,77.0,74.0,68.0,73.0,62.0,62.0,70.0,76.0,75.0,73.0,76.0,76.0,73.0,76.0,78.0,77.0,74.0,66.0,72.0,75.0,78.0,NULL,NULL,NULL,NULL,NULL,NULL,Inter,41.0,1496.0,Roberto Gagliardini,19.0,758.0,0.0,0.8066553119570017,0.0,0.2835769988596439,16.0,5.0,3.0,1.0,M S,Inter,0.0,0.8066553119570017,3.67355315387249,3.076840272173285
Danilo Cataldi,CDM,30064,23,/23/player/30064/danilo-cataldi,211361,06-08-1994,SS Lazio,115841,Serie A TIM,31,Italy,76,72.0,75.0,69.0,71.0,67.0,66.0,82.0,79.0,65.0,52.0,77.0,79.0,70.0,80.0,79.0,79.0,79.0,76.0,75.0,77.0,76.0,77.0,75.0,74.0,73.0,77.0,66.0,71.0,73.0,73.0,70.0,55.0,70.0,69.0,75.0,NULL,NULL,NULL,NULL,NULL,NULL,SS Lazio,81.0,1206.0,Danilo Cataldi,29.0,1986.0,0.0,0.1727507980540394,1.0,1.0014556162059307,6.0,16.0,5.0,0.0,M S,Lazio,0.0,0.1727507980540394,7.759812088683248,7.513631049543619
Daniele Rugani,CB,30060,23,/23/player/30060/daniele-rugani,211320,29-07-1994,Juventus,45,Serie A TIM,31,Italy,76,55.0,54.0,55.0,40.0,28.0,33.0,61.0,39.0,35.0,36.0,55.0,50.0,40.0,25.0,69.0,65.0,45.0,63.0,60.0,55.0,77.0,64.0,61.0,70.0,78.0,80.0,79.0,78.0,78.0,77.0,71.0,79.0,59.0,76.0,72.0,NULL,NULL,NULL,NULL,NULL,NULL,Juventus,42.0,1301.0,Daniele Rugani,9.0,562.0,0.0,0.7166097518056631,0.0,0.0,4.0,0.0,0.0,0.0,D S,Juventus,0.0,0.7166097518056631,1.2152474112808704,1.2152474112808704
Mattia De Sciglio,RB,29616,23,/23/player/29616/mattia-de-sciglio,206058,20-10-1992,Juventus,45,Serie A TIM,31,Italy,76,67.0,64.0,69.0,46.0,64.0,33.0,67.0,51.0,41.0,49.0,70.0,63.0,78.0,39.0,74.0,70.0,78.0,75.0,75.0,76.0,72.0,75.0,74.0,76.0,76.0,75.0,68.0,76.0,78.0,75.0,69.0,80.0,77.0,66.0,66.0,NULL,NULL,NULL,NULL,NULL,NULL,Juventus,42.0,1120.0,Mattia De Sciglio,17.0,1053.0,0.0,0.0694234985858202,0.0,0.4385047927498817,4.0,8.0,0.0,0.0,D S,Juventus,0.0,0.0694234985858202,1.8555711787194011,1.4864619858562946
Koray Günter,CB,29471,23,/23/player/29471/koray-gunter,204451,16-08-1994,Hellas Verona,206,Serie A TIM,31,Germany,76,62.0,63.0,62.0,46.0,39.0,41.0,63.0,45.0,38.0,50.0,64.0,62.0,49.0,41.0,74.0,75.0,45.0,65.0,65.0,69.0,75.0,67.0,61.0,66.0,77.0,78.0,69.0,79.0,78.0,78.0,71.0,77.0,55.0,77.0,76.0,NULL,NULL,NULL,NULL,NULL,NULL,Hellas Verona,39.0,7092.0,Koray Günter,23.0,1779.0,1.0,0.8211378576233983,1.0,0.843394273892045,10.0,10.0,5.0,0.0,D S,Verona,1.0,0.8211378576233983,2.355384662747383,2.144068866968155
Gregoire Defrel,CF,29319,23,/23/player/29319/gregoire-defrel,202851,17-06-1991,Sassuolo,111974,Serie A TIM,31,France,76,81.0,83.0,79.0,75.0,75.0,75.0,77.0,76.0,74.0,68.0,66.0,72.0,62.0,67.0,66.0,60.0,66.0,78.0,78.0,72.0,75.0,78.0,80.0,75.0,34.0,37.0,67.0,45.0,15.0,18.0,51.0,42.0,45.0,55.0,53.0,NULL,NULL,NULL,NULL,NULL,NULL,Sassuolo,76.0,1468.0,Gregoire Defrel,27.0,1165.0,2.0,4.214329432696104,1.0,0.7431206181645393,16.0,9.0,3.0,0.0,F S,Sassuolo,2.0,4.214329432696104,6.25639446079731,1.6751456148922443
Ciprian Tătărușanu,GK,29181,23,/23/player/29181/ciprian-tatarusanu,201325,09-02-1986,Milan,47,Serie A TIM,31,Romania,76,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,74.0,74.0,73.0,77.0,45.0,43.0,Milan,53.0,1416.0,Ciprian Tatarusanu,16.0,1440.0,0.0,0.0,1.0,0.4113050028681755,0.0,2.0,0.0,0.0,GK,AC Milan,0.0,0.0,2.344731856137514,2.2349026519805197
Nunes Jesus,CB,29122,23,/23/player/29122/nunes-jesus,200752,10-06-1991,Napoli,116365,Serie A TIM,31,Brazil,76,69.0,67.0,71.0,33.0,35.0,20.0,62.0,35.0,17.0,37.0,51.0,34.0,60.0,36.0,56.0,56.0,44.0,60.0,65.0,58.0,75.0,56.0,58.0,73.0,78.0,78.0,76.0,78.0,79.0,77.0,73.0,84.0,63.0,74.0,81.0,NULL,NULL,NULL,NULL,NULL,NULL,Napoli,55.0,1247.0,Juan Jesus,15.0,920.0,1.0,0.5846714824438095,0.0,0.0382965002208948,5.0,2.0,2.0,0.0,D S,Napoli,1.0,0.5846714824438095,5.001702159643173,4.962621260434389
Fabio Quagliarella,ST,27907,23,/23/player/27907/fabio-quagliarella,159261,31-01-1983,Sampdoria,1837,Serie A TIM,31,Italy,76,61.0,53.0,68.0,80.0,82.0,77.0,83.0,81.0,85.0,85.0,74.0,75.0,66.0,75.0,77.0,73.0,78.0,78.0,71.0,76.0,76.0,81.0,79.0,76.0,30.0,26.0,68.0,35.0,21.0,15.0,61.0,67.0,54.0,71.0,44.0,NULL,NULL,NULL,NULL,NULL,NULL,Sampdoria,75.0,1230.0,Fabio Quagliarella,23.0,773.0,1.0,2.7348157353699207,1.0,0.5374465249478817,36.0,7.0,2.0,0.0,F S,Sampdoria,1.0,2.7348157353699207,3.842110183089972,0.925620548427105
Igor,CB,26747,23,/23/player/26747/igor,241585,07-02-1998,Fiorentina,110374,Serie A TIM,31,Brazil,76,73.0,69.0,77.0,31.0,48.0,22.0,44.0,36.0,27.0,28.0,50.0,56.0,24.0,25.0,67.0,52.0,32.0,55.0,66.0,66.0,60.0,63.0,44.0,65.0,77.0,76.0,67.0,77.0,80.0,77.0,83.0,70.0,76.0,87.0,84.0,NULL,NULL,NULL,NULL,NULL,NULL,Fiorentina,34.0,7943.0,Igor Julio,27.0,2054.0,0.0,0.3714955039322376,0.0,0.3776647970080375,7.0,4.0,8.0,1.0,D S,Fiorentina,0.0,0.3714955039322376,4.296716351993382,3.9920226158574224
Riccardo Saponara,LW,26742,23,/23/player/26742/riccardo-saponara,201046,21-12-1991,Fiorentina,110374,Serie A TIM,31,Italy,76,69.0,69.0,69.0,70.0,76.0,68.0,71.0,74.0,64.0,68.0,78.0,84.0,74.0,70.0,80.0,72.0,80.0,80.0,71.0,74.0,74.0,83.0,81.0,77.0,41.0,30.0,58.0,54.0,34.0,30.0,59.0,59.0,62.0,60.0,52.0,NULL,NULL,NULL,NULL,NULL,NULL,Fiorentina,34.0,1313.0,Riccardo Saponara,29.0,1199.0,4.0,3.788430626504123,3.0,3.0325667643919587,37.0,20.0,4.0,0.0,F M S,Fiorentina,4.0,3.788430626504123,9.441763827577232,3.961196823976934
Sofyan Amrabat,CDM,26740,23,/23/player/26740/sofyan-amrabat,224158,21-08-1996,Fiorentina,110374,Serie A TIM,31,Morocco,76,68.0,69.0,68.0,71.0,68.0,70.0,72.0,75.0,68.0,57.0,70.0,68.0,59.0,58.0,80.0,71.0,69.0,75.0,64.0,82.0,74.0,82.0,71.0,82.0,73.0,74.0,61.0,77.0,73.0,67.0,78.0,69.0,78.0,80.0,75.0,NULL,NULL,NULL,NULL,NULL,NULL,Fiorentina,34.0,7927.0,Sofyan Amrabat,29.0,2016.0,0.0,0.399088985286653,1.0,0.8093137331306934,13.0,13.0,11.0,0.0,M S,Fiorentina,0.0,0.399088985286653,6.862615097314119,6.007462346926332
Martínez Quarta,CB,26739,23,/23/player/26739/martinez-quarta,228708,10-05-1996,Fiorentina,110374,Serie A TIM,31,Argentina,76,64.0,55.0,72.0,56.0,52.0,50.0,65.0,59.0,51.0,66.0,69.0,68.0,64.0,49.0,76.0,74.0,57.0,70.0,73.0,65.0,70.0,72.0,68.0,79.0,75.0,72.0,80.0,72.0,77.0,75.0,78.0,86.0,73.0,79.0,82.0,NULL,NULL,NULL,NULL,NULL,NULL,Fiorentina,34.0,9019.0,Lucas Martínez Quarta,27.0,2183.0,1.0,2.474015794694424,1.0,0.6966417208313942,28.0,8.0,6.0,0.0,D S,Fiorentina,1.0,2.474015794694424,5.283590657636523,4.252664199098945
Pietro Terracciano,GK,26735,23,/23/player/26735/pietro-terracciano,205812,08-03-1990,Fiorentina,110374,Serie A TIM,31,Italy,76,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,76.0,73.0,70.0,79.0,41.0,42.0,Fiorentina,34.0,6977.0,Pietro Terracciano,29.0,2610.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,GK,Fiorentina,0.0,0.0,3.923118846490979,3.923118846490979
Łukasz Skorupski,GK,26618,23,/23/player/26618/lukasz-skorupski,189908,05-05-1991,Bologna,189,Serie A TIM,31,Poland,76,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,78.0,73.0,59.0,81.0,51.0,51.0,Bologna,15.0,1305.0,Lukasz Skorupski,37.0,3330.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,GK,Bologna,0.0,0.0,3.2067777095362544,3.2067777095362544
Lorenzo De Silvestri,RWB,26617,23,/23/player/26617/lorenzo-de-silvestri,170320,23-05-1988,Bologna,189,Serie A TIM,31,Italy,76,72.0,65.0,78.0,67.0,74.0,64.0,74.0,70.0,58.0,52.0,71.0,65.0,77.0,62.0,74.0,71.0,65.0,73.0,65.0,58.0,74.0,75.0,74.0,72.0,73.0,72.0,78.0,72.0,73.0,73.0,75.0,73.0,74.0,78.0,71.0,NULL,NULL,NULL,NULL,NULL,NULL,Bologna,15.0,1193.0,Lorenzo De Silvestri,15.0,654.0,1.0,0.9660742599517108,0.0,0.2580923065543175,5.0,6.0,1.0,0.0,D M S,Bologna,1.0,0.9660742599517108,1.7905581630766392,1.0593322310596704
